3.019999999999999929e+01 -3.189999999999999858e+01 -4.029999999999999716e+01 -9.800000000000000711e+00 -3.200000000000000178e+00 -5.000000000000000000e-01 2.258198370948712608e+01
2.800000000000000000e+01 -4.500000000000000000e+00 -8.400000000000000355e+00 -2.739999999999999858e+01 -4.229999999999999716e+01 -5.000000000000000000e-01 1.835641598373885230e+01
3.210000000000000142e+01 -1.730000000000000071e+01 -4.189999999999999858e+01 -4.770000000000000284e+01 -4.729999999999999716e+01 -2.500000000000000000e-01 2.260822149276583914e+01
4.960000000000000142e+01 -5.500000000000000000e+00 -3.200000000000000000e+01 -3.289999999999999858e+01 -4.470000000000000284e+01 0.000000000000000000e+00 2.166866026507048559e+01
4.279999999999999716e+01 -1.130000000000000071e+01 -4.770000000000000284e+01 -3.500000000000000000e+01 -3.320000000000000284e+01 -7.500000000000000000e-01 2.277363881042960614e+01
3.750000000000000000e+01 -1.650000000000000000e+01 -3.510000000000000142e+01 -8.500000000000000000e+00 -4.089999999999999858e+01 -5.000000000000000000e-01 2.213290023199296641e+01
4.360000000000000142e+01 -3.400000000000000000e+01 -1.780000000000000071e+01 -2.169999999999999929e+01 -4.200000000000000178e+00 -7.500000000000000000e-01 2.031987201923447017e+01
3.250000000000000000e+01 -3.060000000000000142e+01 -4.710000000000000142e+01 -4.270000000000000284e+01 -2.750000000000000000e+01 -5.000000000000000000e-01 2.289248893115084726e+01
4.279999999999999716e+01 -2.439999999999999858e+01 -1.590000000000000036e+01 -2.230000000000000071e+01 -2.100000000000000000e+01 -5.000000000000000000e-01 1.991919410280547353e+01
1.760000000000000142e+01 -2.339999999999999858e+01 -3.950000000000000000e+01 -1.180000000000000071e+01 -7.200000000000000178e+00 -5.000000000000000000e-01 2.265860128930404827e+01
3.370000000000000284e+01 -2.700000000000000000e+01 -3.189999999999999858e+01 -2.830000000000000071e+01 -1.930000000000000071e+01 -2.500000000000000000e-01 2.200148549182344482e+01
1.200000000000000000e+01 -1.939999999999999858e+01 -4.850000000000000000e+01 -1.319999999999999929e+01 -3.939999999999999858e+01 -1.000000000000000000e+00 2.311827235043992346e+01
2.650000000000000000e+01 -2.010000000000000142e+01 -4.129999999999999716e+01 -4.329999999999999716e+01 -3.770000000000000284e+01 -2.500000000000000000e-01 2.264598126152233348e+01
