1.500000000000000000e+00 -3.570000000000000284e+01 -6.700000000000000178e+00 -1.050000000000000000e+01 -3.100000000000000089e+00 2.612699999999999889e+01
3.710000000000000142e+01 -3.039999999999999858e+01 -2.700000000000000000e+01 -3.239999999999999858e+01 -5.000000000000000000e+00 2.801099999999999923e+01
4.820000000000000284e+01 -4.420000000000000284e+01 -2.380000000000000071e+01 -3.710000000000000142e+01 -3.200000000000000000e+01 2.755399999999999849e+01
1.550000000000000000e+01 -4.100000000000000000e+01 -2.819999999999999929e+01 -4.620000000000000284e+01 -1.319999999999999929e+01 2.843299999999999983e+01
2.869999999999999929e+01 -2.910000000000000142e+01 -2.999999999999999889e-01 -1.350000000000000000e+01 -2.569999999999999929e+01 2.352499999999999858e+01
1.639999999999999858e+01 -1.810000000000000142e+01 -7.200000000000000178e+00 -2.039999999999999858e+01 -9.599999999999999645e+00 2.544099999999999895e+01
2.830000000000000071e+01 -1.500000000000000000e+00 -5.000000000000000000e-01 -3.629999999999999716e+01 -4.529999999999999716e+01 2.385900000000000176e+01
3.739999999999999858e+01 -1.140000000000000036e+01 -4.870000000000000284e+01 -6.299999999999999822e+00 -1.350000000000000000e+01 2.930499999999999972e+01
2.399999999999999911e+00 -7.900000000000000355e+00 -3.479999999999999716e+01 -8.599999999999999645e+00 -2.539999999999999858e+01 2.891100000000000136e+01
2.310000000000000142e+01 -4.250000000000000000e+01 -2.050000000000000000e+01 -6.599999999999999645e+00 -3.789999999999999858e+01 2.764399999999999835e+01
1.150000000000000000e+01 -1.230000000000000071e+01 -5.999999999999999778e-01 -3.479999999999999716e+01 -4.589999999999999858e+01 2.052799999999999869e+01
3.660000000000000142e+01 -1.910000000000000142e+01 -8.199999999999999289e+00 -4.339999999999999858e+01 -4.010000000000000142e+01 2.453300000000000125e+01
4.700000000000000178e+00 -3.500000000000000000e+00 -1.000000000000000000e+00 -4.589999999999999858e+01 -2.319999999999999929e+01 2.307900000000000063e+01
3.229999999999999716e+01 -3.800000000000000000e+01 -1.340000000000000036e+01 -4.010000000000000142e+01 -2.639999999999999858e+01 2.644399999999999906e+01
