5.299999999999999822e+00 -4.589999999999999858e+01 -1.719999999999999929e+01 -2.889999999999999858e+01 -2.939999999999999858e+01 2.134900000000000020e+01
2.419999999999999929e+01 -1.889999999999999858e+01 -4.860000000000000142e+01 -4.500000000000000000e+00 -4.200000000000000000e+01 2.301200000000000045e+01
9.199999999999999289e+00 -1.900000000000000000e+01 -1.419999999999999929e+01 -4.700000000000000178e+00 -5.500000000000000000e+00 2.075600000000000023e+01
1.710000000000000142e+01 -4.510000000000000142e+01 -1.059999999999999964e+01 -3.839999999999999858e+01 -3.150000000000000000e+01 2.013299999999999912e+01
1.930000000000000071e+01 -1.050000000000000000e+01 -2.119999999999999929e+01 -4.110000000000000142e+01 -2.400000000000000000e+01 2.127700000000000102e+01
3.689999999999999858e+01 -3.899999999999999911e+00 -9.000000000000000222e-01 -3.329999999999999716e+01 -1.490000000000000036e+01 1.860000000000000142e+01
4.420000000000000284e+01 -3.470000000000000284e+01 -1.540000000000000036e+01 -4.939999999999999858e+01 -2.989999999999999858e+01 1.985699999999999932e+01
3.729999999999999716e+01 -1.930000000000000071e+01 -2.569999999999999929e+01 -1.780000000000000071e+01 -4.739999999999999858e+01 2.139099999999999824e+01
3.110000000000000142e+01 -3.750000000000000000e+01 -3.929999999999999716e+01 -4.000000000000000000e+01 -1.739999999999999858e+01 2.253200000000000003e+01
1.650000000000000000e+01 -6.900000000000000355e+00 -1.789999999999999858e+01 -3.360000000000000142e+01 -8.000000000000000444e-01 2.095499999999999829e+01
3.660000000000000142e+01 -6.400000000000000355e+00 -3.970000000000000284e+01 -3.700000000000000000e+01 -2.269999999999999929e+01 2.240299999999999869e+01
4.360000000000000142e+01 -4.350000000000000000e+01 -3.100000000000000089e+00 -4.529999999999999716e+01 -5.000000000000000000e+00 1.707900000000000063e+01
2.799999999999999822e+00 -5.900000000000000355e+00 -2.289999999999999858e+01 -4.599999999999999645e+00 -3.660000000000000142e+01 2.173400000000000176e+01
1.750000000000000000e+01 -2.419999999999999929e+01 -1.730000000000000071e+01 -4.700000000000000178e+00 -4.700000000000000000e+01 2.095899999999999963e+01
3.220000000000000284e+01 -2.439999999999999858e+01 -8.800000000000000711e+00 -1.769999999999999929e+01 -3.739999999999999858e+01 1.855000000000000071e+01
3.710000000000000142e+01 -2.480000000000000071e+01 -1.680000000000000071e+01 -2.969999999999999929e+01 -1.400000000000000000e+01 2.030699999999999861e+01
3.600000000000000000e+01 -7.200000000000000178e+00 -9.199999999999999289e+00 -3.110000000000000142e+01 -4.050000000000000000e+01 1.802299999999999969e+01
4.139999999999999858e+01 -3.589999999999999858e+01 -5.400000000000000355e+00 -1.880000000000000071e+01 -3.799999999999999822e+00 1.482900000000000063e+01
3.019999999999999929e+01 -2.519999999999999929e+01 -1.000000000000000000e+00 -4.189999999999999858e+01 -4.529999999999999716e+01 1.714799999999999969e+01
1.330000000000000071e+01 -2.960000000000000142e+01 -6.500000000000000000e+00 -4.739999999999999858e+01 -2.180000000000000071e+01 1.920799999999999841e+01
2.799999999999999822e+00 -1.769999999999999929e+01 -4.379999999999999716e+01 -2.399999999999999911e+00 -1.150000000000000000e+01 2.299800000000000111e+01
4.570000000000000284e+01 -4.200000000000000178e+00 -1.209999999999999964e+01 -1.140000000000000036e+01 -1.100000000000000000e+01 1.840099999999999980e+01
3.520000000000000284e+01 -2.700000000000000000e+01 -1.530000000000000071e+01 -3.220000000000000284e+01 -1.730000000000000071e+01 2.013200000000000145e+01
3.299999999999999822e+00 -1.250000000000000000e+01 -1.700000000000000000e+01 -3.950000000000000000e+01 -3.929999999999999716e+01 2.120299999999999940e+01
3.810000000000000142e+01 -4.400000000000000355e+00 -3.650000000000000000e+01 -2.660000000000000142e+01 -8.300000000000000711e+00 2.217899999999999849e+01
1.080000000000000071e+01 -4.529999999999999716e+01 -7.700000000000000178e+00 -4.970000000000000284e+01 -3.600000000000000089e+00 1.982900000000000063e+01
3.670000000000000284e+01 -4.400000000000000000e+01 -4.110000000000000142e+01 -3.010000000000000142e+01 -2.039999999999999858e+01 2.258299999999999841e+01
3.960000000000000142e+01 -1.630000000000000071e+01 -1.400000000000000000e+01 -4.579999999999999716e+01 -1.480000000000000071e+01 1.956200000000000117e+01
4.810000000000000142e+01 -1.490000000000000036e+01 -3.329999999999999716e+01 -4.089999999999999858e+01 -1.980000000000000071e+01 2.183599999999999852e+01
3.520000000000000284e+01 -1.889999999999999858e+01 -2.630000000000000071e+01 -4.060000000000000142e+01 -3.639999999999999858e+01 2.148799999999999955e+01
1.800000000000000000e+01 -4.800000000000000000e+01 -4.150000000000000000e+01 -3.200000000000000000e+01 -3.500000000000000000e+00 2.281400000000000006e+01
1.480000000000000071e+01 -5.299999999999999822e+00 -2.639999999999999858e+01 -4.620000000000000284e+01 -2.150000000000000000e+01 2.180900000000000105e+01
3.970000000000000284e+01 -4.779999999999999716e+01 -4.879999999999999716e+01 -2.819999999999999929e+01 -1.950000000000000000e+01 2.293900000000000006e+01
2.800000000000000000e+01 -4.339999999999999858e+01 -2.760000000000000142e+01 -2.839999999999999858e+01 -2.030000000000000071e+01 2.182900000000000063e+01
2.489999999999999858e+01 -4.170000000000000284e+01 -3.399999999999999911e+00 -1.019999999999999929e+01 -3.429999999999999716e+01 1.664699999999999847e+01
1.899999999999999911e+00 -3.229999999999999716e+01 -9.900000000000000355e+00 -2.319999999999999929e+01 -4.879999999999999716e+01 2.045499999999999829e+01
2.389999999999999858e+01 -2.110000000000000142e+01 -3.289999999999999858e+01 -3.350000000000000000e+01 -4.970000000000000284e+01 2.219200000000000017e+01
9.500000000000000000e+00 -2.119999999999999929e+01 -3.460000000000000142e+01 -7.700000000000000178e+00 -1.490000000000000036e+01 2.248100000000000165e+01
4.450000000000000000e+01 -1.730000000000000071e+01 -4.570000000000000284e+01 -4.939999999999999858e+01 -1.080000000000000071e+01 2.267000000000000171e+01
5.700000000000000178e+00 -7.000000000000000000e+00 -1.200000000000000000e+01 -3.089999999999999858e+01 -1.250000000000000000e+01 2.046199999999999974e+01
3.970000000000000284e+01 -2.469999999999999929e+01 -6.400000000000000355e+00 -2.589999999999999858e+01 -2.200000000000000000e+01 1.584399999999999942e+01
3.329999999999999716e+01 -4.100000000000000000e+01 -4.279999999999999716e+01 -1.509999999999999964e+01 -5.900000000000000355e+00 2.270100000000000051e+01
2.910000000000000142e+01 -2.930000000000000071e+01 -3.650000000000000000e+01 -3.150000000000000000e+01 -4.439999999999999858e+01 2.237300000000000111e+01
9.199999999999999289e+00 -3.870000000000000284e+01 -9.500000000000000000e+00 -3.389999999999999858e+01 -3.850000000000000000e+01 2.018199999999999861e+01
2.589999999999999858e+01 -3.239999999999999858e+01 -4.820000000000000284e+01 -3.500000000000000000e+01 -1.739999999999999858e+01 2.300799999999999912e+01
3.189999999999999858e+01 -3.650000000000000000e+01 -4.350000000000000000e+01 -4.089999999999999858e+01 -3.520000000000000284e+01 2.273999999999999844e+01
